CHAMPION TV 1,UEL - UECL 2023 - 2024,2024.04.12 00:00:00,2024.04.12 00:59:59,Sport,YPUZREawjw
CHAMPION TV 1,Filler UEL - UECL,2024.04.12 01:00:00,2024.04.12 01:29:59,Sport,YPUZREawjw
CHAMPION TV 1,Live UEL 2023 - 2024 ,2024.04.12 01:30:00,2024.04.12 03:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024,2024.04.12 04:00:00,2024.04.12 04:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024 ,2024.04.12 05:00:00,2024.04.12 06:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024 ,2024.04.12 07:00:00,2024.04.12 08:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024,2024.04.12 09:00:00,2024.04.12 09:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UECL 2023 - 2024 ,2024.04.12 10:00:00,2024.04.12 11:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UECL 2023 - 2024 ,2024.04.12 12:00:00,2024.04.12 13:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024,2024.04.12 14:00:00,2024.04.12 14:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024,2024.04.12 15:00:00,2024.04.12 16:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024,2024.04.12 17:00:00,2024.04.12 18:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL Final Archive,2024.04.12 19:00:00,2024.04.12 19:29:59,Sport,YPUZREawjw
CHAMPION TV 1,Filler,2024.04.12 19:30:00,2024.04.12 19:44:59,Sport,YPUZREawjw
CHAMPION TV 1,Turkish Volleybal,2024.04.12 19:45:00,2024.04.12 22:29:59,Sport,YPUZREawjw
CHAMPION TV 1,Documentary,2024.04.12 22:30:00,2024.04.12 23:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UECL 2023 - 2024 ,2024.04.13 00:00:00,2024.04.13 01:59:59,Sport,YPUZREawjw
CHAMPION TV 1,Filler,2024.04.13 02:00:00,2024.04.13 02:09:59,Sport,YPUZREawjw
CHAMPION TV 1,Live Portuguese League 2023 - 2024 ,2024.04.13 02:10:00,2024.04.13 04:19:59,Sport,YPUZREawjw
CHAMPION TV 1,Filler,2024.04.13 04:20:00,2024.04.13 04:29:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024,2024.04.13 04:30:00,2024.04.13 05:29:59,Sport,YPUZREawjw
CHAMPION TV 1,UECL 2023 - 2024 ,2024.04.13 05:30:00,2024.04.13 07:29:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024  Md9,2024.04.13 07:30:00,2024.04.13 07:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UECL 2023 - 2024 ,2024.04.13 08:00:00,2024.04.13 09:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024 ,2024.04.13 10:00:00,2024.04.13 11:59:59,Sport,YPUZREawjw
CHAMPION TV 1,The Greatest Of All Time,2024.04.13 12:00:00,2024.04.13 12:29:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024  Md9,2024.04.13 12:30:00,2024.04.13 12:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024 ,2024.04.13 13:00:00,2024.04.13 14:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024 ,2024.04.13 15:00:00,2024.04.13 16:59:59,Sport,YPUZREawjw
CHAMPION TV 1,Portuguese League 2023 - 2024 ,2024.04.13 17:00:00,2024.04.13 18:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024  Md9,2024.04.13 19:00:00,2024.04.13 19:29:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024 ,2024.04.13 19:30:00,2024.04.13 21:29:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024 ,2024.04.13 21:30:00,2024.04.13 23:29:59,Sport,YPUZREawjw
CHAMPION TV 1,Filler,2024.04.13 23:30:00,2024.04.13 23:54:59,Sport,YPUZREawjw
CHAMPION TV 1,Live Portuguese League 2023 - 2024 ,2024.04.13 23:55:00,2024.04.13 23:59:59,Sport,YPUZREawjw
CHAMPION TV 1,Live Portuguese League 2023 - 2024 ,2024.04.14 00:00:00,2024.04.14 01:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024  Md9,2024.04.14 02:00:00,2024.04.14 02:29:59,Sport,YPUZREawjw
CHAMPION TV 1,The Greatest Of All Time - S2,2024.04.14 02:30:00,2024.04.14 02:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024 ,2024.04.14 03:00:00,2024.04.14 04:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL 2023 - 2024 ,2024.04.14 05:00:00,2024.04.14 06:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL - UECL 2023 - 2024,2024.04.14 07:00:00,2024.04.14 07:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024 ,2024.04.14 08:00:00,2024.04.14 09:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024 ,2024.04.14 10:00:00,2024.04.14 11:59:59,Sport,YPUZREawjw
CHAMPION TV 1,Portuguese League 2023 - 2024 ,2024.04.14 12:00:00,2024.04.14 12:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024 ,2024.04.14 13:00:00,2024.04.14 14:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024 ,2024.04.14 15:00:00,2024.04.14 16:59:59,Sport,YPUZREawjw
CHAMPION TV 1,UEL - UECL 2023 - 2024,2024.04.14 17:00:00,2024.04.14 17:59:59,Sport,YPUZREawjw
CHAMPION TV 1,Live Fim Motocross World Championship 2024,2024.04.14 18:00:00,2024.04.14 20:09:59,Sport,YPUZREawjw
CHAMPION TV 1,Filler ,2024.04.14 20:10:00,2024.04.14 20:29:59,Sport,YPUZREawjw
CHAMPION TV 1,Darts Champions Tournament ,2024.04.14 20:30:00,2024.04.14 20:59:59,Sport,YPUZREawjw
CHAMPION TV 1,Live Fim Motocross World Championship 2024,2024.04.14 21:00:00,2024.04.14 23:09:59,Sport,YPUZREawjw
CHAMPION TV 1,Filler,2024.04.14 23:10:00,2024.04.14 23:29:59,Sport,YPUZREawjw
CHAMPION TV 1,UCL 2023 - 2024  Md9,2024.04.14 23:30:00,2024.04.14 23:59:59,Sport,YPUZREawjw
